Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A0527,Neil Overholtz,Neil D. Overholtz,,,1,"Aylstock, Witkin, Kreis & Overholtz; Alystock, Witkin, Kreis & Overholtz, PLLC; Aylstock, Witkin, Kreis & Overholtz, PLLC; Aylstock, Witkin, Kreios, Overholtz, PLLC",4,7,"1905, 1928, 2299, 2385",Management,high,,,,,,,,,
A0528,"Camilo K. Salas, III","Camilo K. Salas, III.",,,1,"Salas & Co., L.C.; Salas & Co.",4,8,"1905, 1953, 1960, 2328",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0529,Marcus L. Stevenson,,,,1,"Sanford, Stevenson Riff LLP; Sanford Stevenson Riff LLP",1,2,1905,Management,high,,,,,,,,,
A0530,"Fred Thompson, III",Fred Thompson,,,1,"Motley Rice LLC; MOTLEY RICE, LLC; Motley Rice, LLC",4,6,"1905, 1928, 1968, 2087",LeadCounsel; Management,high,,,,,,,,,
A0531,Leila H. Watson,,,,1,"Corey, Watson, Crowder & DeGaris, P.C.",1,2,1905,Management,high,,,,,,,,,
A0532,George W. Soule,,,,1,Bowman & Brooke LLP,1,2,1905,Communications,high,,,,,,,,,
A0533,Jennifer K. Huelskoetter,,,,1,Bowman & Brooke LLP,1,2,1905,Communications,high,,,,,,,,,
A0534,Melissa R. Stull,,,,1,Bowman & Brooke LLP,1,2,1905,Communications,high,,,,,,,,,
A0535,James E. Miller,,,,1,"Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester",3,4,"1911, 1995, 2001",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0536,"Peter W. Herzog, III",Peter W. Herzog III,,,1,Bryan Cave LLP,2,2,"1911, 1914",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0537,Michael J. Philippi,,,,1,Ungaretti & Harris LLP,1,1,1911,ClassCounsel,high,,,,,,,,,
A0538,Mark S. Mester,,,,1,Latham & Watkins LLP,1,1,1907,LeadCounsel,high,,,,,,,,,
A0539,Chip Robertson,,,,1,"Bartimus, Frickleton, Robertson & Gorny, P.C.",1,1,1907,Communications,high,,,,,,,,,
A0540,Robert M. Bramson,,,,1,"Bramson, Plutzik, Mahler & Birkhaeuser, LLP",1,1,1907,Management,high,,,,,,,,,
A0541,Edith M. Kallas,,,,1,"Whatley Drake & Kallas, LLC; WHATLEY DRAKE & KALLAS, LLC",2,2,"1907, 1967",ClassCounsel; Management,high,,,,,,,,,
A0542,Tucker Ronzetti,,,,1,Kozyak Tropin & Throckmorton,1,1,1907,Management,high,,,,,,,,,
A0543,Andrew L. Goldman,,,,1,Bartlit Beck Herman Palenchar & Scott LLP,1,1,1909,LeadCounsel,high,,,,,,,,,
A0544,Deborah A. Moeller,,,,1,Shook Hardy & Bacon LLP,1,1,1909,LeadCounsel,high,,,,,,,,,
A0545,Thomas N. Sterchi,,,,1,"Baker, Sterchi, Cowden & Rice L.L.C.",1,1,1909,LeadCounsel,high,,,,,,,,,
A0546,Marsha M. Piccone,,,,1,"Wheeler, Trigg & Kennedy",1,1,1909,LeadCounsel,high,,,,,,,,,
A0547,Peter J. Brodhead,,,,1,"Spangenberg, Shibley & Liber; Spangenberg, Shibley & Liber, LLP",1,2,1909,Communications; Management,high,,,,,,,,,
A0548,Charna Sherman,,,,1,"Squire, Sanders & Dempsey LLP",1,1,1909,Communications,high,,,,,,,,,
A0549,Brian Turner,"Brian D. Turner, Jr.",,,1,"Cory, Watson, Crowder & DeGaris, PC; Cory, Watson, Crowder & Degaris, P.C.",1,3,1928,Management,high,,,,,,,,,
A0550,Howard Nations,,,,1,The Nations Law Firm; Law Offices of Howard Nations,2,3,"1909, 3081",Management,high,,,,,,,,,
A0551,Russ Briggs,,,,1,"Fibich, Hampton, Leebron & Garth",1,1,1909,Management,high,,,,,,,,,
A0552,Jayne Conroy,,,,1,"Hanly Conroy Bierstein Sheridan Fisher & Hayes LLP; Hanly Conroy et al; Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes, LLP; Simmons Hanly Conroy, LLC",7,9,"1909, 2299, 2342, 2502, 2996, 3047, 3080",Management,high,,,,,,,,,
A0553,Larry Gornick,,,,1,Levin Simes Kaiser & Gornick LLP,1,1,1909,Management,high,,,,,,,,,
A0554,David Buchanan,David R. Buchanan,,,1,Seeger Weiss LLP; Seeger Weiss,3,4,"1909, 3080, 3140",Coordination; Discovery; LeadCounsel; Trial,high,,,,,,,,,
A0555,Thomas C. Jessee,,,,1,Jessee & Jessee,1,1,1899,Communications,high,,,,,,,,,
A0556,Paul H. Friedman,,,,1,Dechert LLP,1,1,1899,Communications; LeadCounsel,high,,,,,,,,,
A0557,Carolyn H. Feeney,,,,1,Dechert LLP,1,1,1899,Communications,high,,,,,,,,,
A0558,"Richard L. Wyatt, Jr.",,,,1,"Akin Gump Strauss Hauer & Feld, LLP",1,1,1899,LeadCounsel,high,,,,,,,,,
A0559,Jonathan D. Selbin,Jonathan Selbin,,,1,"Lieff, Cabraser, Heimann & Bernstein; Lieff Cabraser Heimann & Bernstein, LLP; Lieff, Cabraser, Heimann & Bernstein - New York; Lieff, Cabraser, Heimann & Bernstein, LLP",5,7,"1914, 2001, 2284, 2416, 3089",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0560,Eric Gibbs,Eric H. Gibbs,,,1,Girard Gibbs LLP; GIRARD GIBBS LLP; Gibbs Law Group LLP,4,12,"1914, 2086, 2617, 2661",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0561,Thomas R. Curtin,,,,1,"Graham Curtin, P.A.; MCELROY, DEUTSCH, MULVANEY & CARPENTER, LLP",2,2,"1914, 3113",Communications,high,,,,,,,,,
A0562,Stephen Woodfin,,,,1,Law Office of Stephen Woodfin,1,1,1921,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0563,Richard L. Coffman,Richard Coffman,,,1,The Coffman Law Firm; THE COFFMAN LAW FIRM,3,7,"1921, 2046, 2357",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0564,E. Armistead (Armi) Easterby,,,,1,"Williams Kherkher Hart Boundas, LLC",1,1,1928,ClassCounsel; Management,high,,,,,,,,,
A0565,Daniel L. Ring,,,,1,Mayer Brown LLP,1,1,1905,LeadCounsel,high,,,,,,,,,
A0566,William Asher,,,,1,Mayer Brown LLP,1,1,1905,LeadCounsel,high,,,,,,,,,
A0567,Walter W. Cohen,,,,1,"OBERMAYER, REBMANN, MAXWELL, & HIPPEL, LLP",1,1,1935,LocalCounsel,high,,,,,,,,,
A0568,Roman M. Silberfeld,,,,1,"ROBINS, KAPLAN, MILLER & CIRESI L.L.P.",1,1,1935,LeadCounsel,high,,,,,,,,,
A0569,Joseph U. Metz,,,,1,DILWORTH PAXSON LLP,1,1,1935,LeadCounsel; LocalCounsel,high,,,,,,,,,
A0570,Steven F. Benz,,,,1,"KELLOGG, HUBER, HANSEN, TODD, EVANS & FIGEL, P.L.L.C.",1,1,1935,LeadCounsel,high,,,,,,,,,
A0571,"James J. McCarthy, Jr.",,,,1,"McCARTHY WEISBERG CUMMINGS, P.C.",1,1,1935,LocalCounsel,high,,,,,,,,,
A0572,Steve D. Shadowen,,,,1,HANGLEY ARONCHICK SEGAL & PUDLIN; Hilliard & Shadowen LLC,2,2,"1935, 2409",Communications; LeadCounsel,high,,,,,,,,,
A0573,James R. Ronca,James Ronca,,,1,"Anapol, Schwartz, Weiss, Cohan, Feldman & Smalley, PC; ANAPOL, SCHWARTZ, P.C.; Anapol Weiss",2,4,"1928, 3026",LeadCounsel; Management,high,,,,,,,,,
A0574,Scott Love,Scott A. Love,,,1,"Fleming & Associates, LLP; Fleming & Associates, L.L.P.",1,2,1928,LeadCounsel; Management,high,,,,,,,,,
A0575,Joseph Osborne,,,,1,"Babbitt, Johnson, Osborne & LeClainche, P.A.; Babbitt, Johnson, Osborne & LeClainche",1,2,1928,Communications; Management,high,,,,,,,,,
A0576,Brian Barr,,,,1,"Levin, Papantonio, Thomas, Mitchell, Echsner & Proctor, P.A.",1,2,1928,Management,high,,,,,,,,,
A0577,Marc Jay Bern,Marc Bern,,,1,"Napoli, Bern, Ripka, LLP; NAPOLI BERN RIPKA, LLP",1,2,1928,Management,high,,,,,,,,,
A0578,Joey Danis,,,,1,"Carey and Danis, LLC",1,1,1928,Management,high,,,,,,,,,
A0579,David P. Matthews,David Matthews,,,1,Matthews & Associates; MATTHEWS & ASSOCIATES,5,11,"1928, 2385, 3026, 3043, 3092",Management,high,,,,,,,,,
A0580,Neal Moskow,,,,1,"Ury & Moskow, LLC; URY & MOSKOW, L.L.C.",2,5,"1928, 3043",Coordination; Management,high,,,,,,,,,
A0581,Steven E. Derringer,,,,1,Bartlit Beck Herman Palenchar & Scott LLP,1,1,1928,LeadCounsel,high,,,,,,,,,
A0582,Eugene A. Schoon,,,,1,Sidley Austin LLP,1,1,1928,LeadCounsel,high,,,,,,,,,
A0583,Richard K. Dandrea,,,,1,"Eckert Seamans Cherin & Mellott, LLC",1,1,1928,LeadCounsel,high,,,,,,,,,
A0584,Susan Artinian,,,,1,Dykema Gossett PLLC,1,1,1928,LeadCounsel,high,,,,,,,,,
A0585,Patricia E. Lowry,,,,1,"Squire, Sanders & Dempsey L.L.P.",1,1,1928,Communications,high,,,,,,,,,
A0586,John J. Carey,John Carey,,,1,"Carey & Danis, L.L.C.; Carey & Danis, LLC",2,5,"1928, 1943",Management,high,,,,,,,,,
A0587,Frederic S. Fox,,,,1,Kaplan Fox & Kilsheimer LLP,1,1,1940,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0588,Burton H. Finkelstein,,,,1,Finkelstein Thompson LLP,3,4,"1940, 1998, 2046",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0589,Richard Levitt,,,,1,,1,1,1952,LeadCounsel,high,,,,,,,,,
A0590,Matthew S. Wild,"Matthew Wild, Esq.",Matthew Wild,,1,Wild Law Group PLLC,2,3,"1952, 2031",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0591,Max Wild,,,,1,Wild Law Group PLLC,1,1,1952,LeadCounsel,high,,,,,,,,,
A0592,John M. Perrin,,,,1,Wild Law Group PLLC,1,1,1952,Communications,high,,,,,,,,,
A0593,John Evans,John C. Evans,,,1,"Specter Specter Evans & Manogue, P.C.; SPECTER SPECTER EVANS & MANOGUE, P.C.; Specter Specter Evans & Manogue, PC",2,5,"1942, 1953",ClassCounsel; Communications; Management,high,,,,,,,,,
A0594,Lewis J. Saul,Lewis Saul,,,1,Lewis Saul & Associates; Lewis Saul & Associates P.C.,2,5,"1943, 1954",Communications; LeadCounsel; Management,high,,,,,,,,,
A0595,Yvonne Flaherty,Yvonne M. Flaherty,,,1,"Lockridge, Grindal Nauen, P.L.L.P.; Lockridge, Grindal Nauen, P.L.L.P; LOCKRIDGE GRINDAL NAUEN, P.L.L.P.",2,5,"1943, 3079",Management,high,,,,,,,,,
A0596,John P. Walsh,John Walsh,,,1,"Hill & Robbins, P.C.",2,5,"1943, 2051",Management,high,,,,,,,,,
A0597,Troy Giatras,,,,1,The Giatras Law Firm,1,4,1943,Management,high,,,,,,,,,
A0598,Brian J. McCormick,,,,1,"Sheller, P.C.",1,4,1943,Management,high,,,,,,,,,
A0599,Tracy Van Steenburgh,Tracy J. Van Steenburgh,,,1,Halleland Lewis Nilan & Johnson; Nilan Johnson Lewis PA,1,4,1943,Communications,high,,,,,,,,,
A0600,James B. Irwin,James Irwin,,,1,"Irwin, Fritchie, Urquhart & Moore, LLC; Irwin Fritchie Urquhart & Moore, LLC",1,3,1943,LeadCounsel,high,,,,,,,,,
A0601,John Dames,,,,1,"Drinker, Biddle and Reath; Drinker, Biddle, and Reath; Drinker, Biddle & Reath",1,4,1943,LeadCounsel,high,,,,,,,,,
A0602,Stephen Neuwirth,Stephen R. Neuwirth,,,1,"Quinn Emanuel Urquhart & Sullivan, LLP; Quinn Emanuel Urquhart & Sullivan LLP; Quinn Emanuel",4,8,"1938, 2196, 2925, 2931",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0603,Jay Eisenhofer,,,,1,Grant & Eisenhofer,1,1,1938,Management,high,,,,,,,,,
A0604,Barry Eichen,Barry R. Eichen,,,1,"Eichen, Levinson; Eichen Crutchlow Zaslow LLP",2,3,"1938, 2314",Management,high,,,,,,,,,
A0605,Ronald S Goldser,Ronald S. Goldser,,,1,"Zimmerman Reed; Zimmerman Reed, PLLP",1,2,1943,Communications; LeadCounsel; Management,high,,,,,,,,,
A0606,William Robinson,,,,1,Leclair Ryan; LeClair Ryan,1,2,1943,LeadCounsel,high,,,,,,,,,
A0607,Stephen Morrissey,,,,1,Susman Godfrey LLP,1,1,1957,LeadCounsel,high,,,,,,,,,
A0608,Vineet Bhatia,,,,1,Susman Godfrey LLP,1,1,1957,LeadCounsel,high,,,,,,,,,
A0609,Stuart Kusin,,,,1,Susman Godfrey LLP,1,1,1957,LeadCounsel,high,,,,,,,,,
A0610,Gerald J. Williams,,,,1,WILLIAMS CUKER BEREZOFSKY,1,1,1955,ClassCounsel,high,,,,,,,,,
A0611,Michael J. Quirk,,,,1,WILLIAMS CUKER BEREZOFSKY,1,1,1955,ClassCounsel,high,,,,,,,,,
A0612,Kevin M. Costello,,,,1,"LAW OFFICES OF KEVIN M. COSTELLO, P.C.",1,1,1955,ClassCounsel,high,,,,,,,,,
A0613,Deborah L. Mains,,,,1,"LAW OFFICES OF KEVIN M. COSTELLO, P.C.",1,1,1955,ClassCounsel,high,,,,,,,,,
A0614,Jay L. Himes,Jay Himes,,,1,"Labaton Sucharow LLP; Labaton Sucharow, LLP; LABATON SUCHAROW LLP",3,4,"1942, 2007, 2328",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0615,"Leslie M. Smith, P.C.",,,,1,"Kirkland & Ellis, LLP",1,1,1953,LeadCounsel,high,,,,,,,,,
A0616,Adam Le Berthon,,,,1,Arnold & Porter LLP,1,1,1953,Communications; LeadCounsel,high,,,,,,,,,
A0617,David Zoll,David W. Zoll,,,1,"Zoll, Kranz & Borgess",1,4,1953,Communications; Management,high,,,,,,,,,
A0618,James P. Silk,,,,1,,1,1,1953,Communications,high,,,,,,,,,
A0619,Michael J. Freed,,,,1,FREED KANNER LONDON & MILLEN LLC,1,3,1957,ClassCounsel,high,,,,,,,,,
A0620,Bernard Persky,,,,1,"LABATON SUCHAROW LLP; Labaton Sucharow LLP; Labaton Sucharow, LLP",3,7,"1957, 2196, 2213",ClassCounsel; Management,high,,,,,,,,,
A0621,Roberta D. Liebenberg,Roberta Liebenberg,Roberta D Liebenberg,,1,"FINE KAPLAN & BLACK, R.P.C.; Fine, Kaplan and Black, R.P.C.; Fine Kaplan and Black, R.P.C.",5,8,"1957, 3014, 3055, 3094, 3107",ClassCounsel; Communications; Management; Motions; Settlement,high,,,,,,,,,
A0622,Adam Pessin,,,,1,"FINE KAPLAN & BLACK, R.P.C.",1,3,1957,ClassCounsel,high,,,,,,,,,
A0623,Peter L. Murray,,,,1,"Murray, Plumb & Murray",1,1,1954,Communications; LeadCounsel,high,,,,,,,,,
A0624,Daniel Gallucci,Daniel N. Gallucci,,,1,"Rodanast, P.C.; RodaNast, P.C.",2,4,"1953, 1968",Management,high,,,,,,,,,
A0625,Donald Nolan,,,,1,Nolan Law Group,1,3,1953,Coordination; Management,high,,,,,,,,,
A0626,Richard Meadow,,,,1,Lanier Law Firm,1,3,1953,Management,high,,,,,,,,,
A0627,Scott Weinstein,Scott Wm. Weinstein,Scott William Weinstein,Scott W. Weinstein,1,"Morgan & Morgan; Morgan & Morgan, P.A.; Morgan & Morgan P.A.",5,7,"1953, 1968, 1985, 2023, 2051",Communications; LeadCounsel; Management,high,,,,,,,,,
A0628,Daniel Lapinski,,,,1,"Wilentz, Goldman & Spitzer",1,3,1953,Management,high,,,,,,,,,
A0629,Mike Papantonio,,,,1,"Levin, Papantonio, et al.",1,3,1953,Management,high,,,,,,,,,
A0630,Jeffrey B. Killino,,,,1,"Woloshin & Killino, P.C.",1,3,1953,Management,high,,,,,,,,,
A0631,Kurt B. Arnold,,,,1,Arnold & Itkin LLP,1,2,1953,Management,high,,,,,,,,,
A0632,Pamela Borgess,,,,1,"Zoll, Kranz & Borgess",1,1,1953,Communications; Management,high,,,,,,,,,
A0633,Gary D. McCallister,,,,1,"Gary D. McCallister & Associates, LLC",1,2,1957,ClassCounsel,high,,,,,,,,,
A0634,Martin R. Fox,,,,1,"BLEAU FOX, A P.L.C.",1,2,1957,ClassCounsel,high,,,,,,,,,
A0635,Daniel Shulman,,,,1,"Gray, Plant, Mooty, Mooty& Bennett, P.A.",1,2,1957,ClassCounsel,high,,,,,,,,,
A0636,William B. Federman,William Federman,,,1,Federman & Sherwood,4,6,"1961, 2583, 2994, 3090",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0637,Robert Weiss,,,,1,,1,1,1967,Management,high,,,,,,,,,
A0638,"Charles J. Piven, Esquire",,,,1,,1,1,1961,Communications,high,,,,,,,,,
A0639,Shawn M. Raiter,Shawn Raiter,,,1,"Larson • King, LLP; Larson · King, LLP; Larson King, LLP; Larson-King LLP",7,12,"02000, 1958, 2247, 2918, 2998, 3031, 3108",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A0640,David Black,,,,1,Perkins Coie LLP,2,2,"1958, 2247",ClassCounsel,high,,,,,,,,,
A0641,J. Gordon Rudd,"J. Gordon Rudd, Jr.",,,1,"Zimmerman Reed PLLP; Zimmerman Reed, PLLP",5,6,"02000, 1958, 2247, 2474, 2564",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0642,Daniel K. Bryson,,,,1,"Whitfield Bryson & Mason LLP; Whitfield Bryson & Mason, LLP; Whitfield, Bryson & Mason, LLP; WHITFIELD BRYSON & MASON LLP",5,10,"1958, 2333, 2514, 2577, 2688",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0643,Joel R. Rhine,,,,1,"Rhine Law Firm, P.C.",1,1,1958,ClassCounsel,high,,,,,,,,,
A0644,Mark J. Schirmer,,,,1,"Straus & Boies, LLP",1,1,1958,ClassCounsel,high,,,,,,,,,
A0645,Rhett A. McSweeney,,,,1,McSweeney/Langevin,1,1,1958,ClassCounsel,high,,,,,,,,,
A0646,John M. O’Quinn,,,,1,,1,1,1968,Management,high,,,,,,,,,
A0647,James J. Pettit,,,,1,Locks Law Firm,1,1,1968,Management,high,,,,,,,,,
A0648,Shamus Mulderig,,,,1,"Hissey Keintz, L.L.P.",1,1,1968,Management,high,,,,,,,,,
A0649,James P. Langendorf,,,,1,Langendorf Law Office,1,1,1984,ClassCounsel,high,,,,,,,,,
A0650,Robert B. Carey,,,,1,Hagens Berman Sobol Shapiro LLP,1,1,1977,ClassCounsel,high,,,,,,,,,
A0651,Leonard W. Aragon,,,,1,Hagens Berman Sobol Shapiro LLP,2,2,"1977, 3149",ClassCounsel; Management,high,,,,,,,,,
A0652,J. Mark Moore,,,,1,Spiro Moore LLP,1,1,1980,ClassCounsel,high,,,,,,,,,
A0653,Richard Doherty,,,,1,Bock & Hatch LLC,1,1,1980,ClassCounsel,high,,,,,,,,,
A0654,Chant Yedalian,,,,1,Chant & Company A Professional Law Corporation,1,1,1980,ClassCounsel,high,,,,,,,,,
A0655,Douglas Linde,,,,1,the Linde Law Firm,1,1,1980,ClassCounsel,high,,,,,,,,,
A0656,Marvin A. Miller,Marvin Miller,,,1,"Miller Law LLC; Miller Law, LLC",3,6,"1996, 1997, 2196",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0657,E. Kirk Wood,"E. Kirk Wood, Jr.",,,1,"Wood Law Firm, LLC; Wood Law Firm LLC",2,3,"1985, 1998",Communications; Coordination; Discovery; Expert; Management; Motions; Settlement,high,,,,,,,,,
A0658,M. Alex Goldsmith,,,,1,"Christian & Small, LLP",1,2,1985,Communications,high,,,,,,,,,
A0659,Gary Klein,,,,1,RODDY KLEIN & RYAN,1,1,1974,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0660,Ron R. Parry,,,,1,"PARRY DEERING FUTSCHER & SPARKS, P.S.C.",1,1,1974,ClassCounsel; Communications,high,,,,,,,,,
A0661,James P. Ulwick,,,,1,Kramon & Graham PA,1,2,1982,ClassCounsel,high,,,,,,,,,
A0662,Gary B. Friedman,,,,1,Friedman Law Group LLP,1,2,1982,ClassCounsel,high,,,,,,,,,
A0663,James Pizzirusso,James J. Pizzirusso,,,1,"Hausfeld LLP; Hausfeld, LLP - DC; Hausfeld, LLP",10,19,"1982, 2583, 2904, 3019, 3056, 3073, 3083, 3096, 3127, 3149",ClassCounsel; LeadCounsel; Management; Motions,high,,,,,,,,,
A0664,Joel S. Sanders,,,,1,"Gibson, Dunn & Curtcher LLP",1,1,1972,Communications,high,,,,,,,,,
A0665,Rachel S. Brass,,,,1,"Gibson, Dunn & Curtcher LLP",1,1,1972,Communications,high,,,,,,,,,
A0666,Ramzi Abadou,,,,1,"BARROWAY TOPAZ KESSLER MELTZER & CHECK, LLP",1,1,1989,LeadCounsel,high,,,,,,,,,
A0667,John Billhorn,,,,1,,1,1,1981,ClassCounsel,high,,,,,,,,,
A0668,Carl N. Frankovitch,,,,1,"Frankovitch, Anetakis, Colantonio & Simon",1,1,1968,LeadCounsel; Management,high,,,,,,,,,
A0669,"Harry F. Bell, Jr.",,,,1,Bell & Bands PLLC,1,1,1968,Communications; LeadCounsel; Management,high,,,,,,,,,
A0670,Andres F. Alonso,Andres Alonso,,,1,"Parker, Waichman, Alonso LLP; Parker Waichman Alonso LLP",3,3,"1968, 2023, 2100",Management,high,,,,,,,,,
A0671,Peter A. Miller,,,,1,The Miller Firm LLC,1,1,1968,Management,high,,,,,,,,,
A0672,Ashley L. Ownby,,,,1,,1,1,1968,Management,high,,,,,,,,,
A0673,David M. Peterson,,,,1,"Peterson & Associates, P.C.",1,1,1968,Management,high,,,,,,,,,
A0674,Stacy K. Hauer,Stacy Hauer,Stacy K Hauer,,1,"Johnson Becker; Zimmerman Reed; Johnson Becker, PLLC",4,6,"1968, 2973, 3037, 3094",LeadCounsel; Management,high,,,,,,,,,
A0675,Rebecca A. Betts,,,,1,,1,1,1968,Communications,high,,,,,,,,,
A0676,Richard A. Dean,,,,1,Tucker Ellis and West LLP,1,1,1968,LeadCounsel,high,,,,,,,,,
A0677,Matthew P. Moriarty,,,,1,Tucker Ellis and West LLP,1,1,1968,LeadCounsel,high,,,,,,,,,
A0678,Fred Taylor Isquith,,,,1,Wolf Haldenstein,1,1,1997,Management,high,,,,,,,,,
A0679,Chris Hellums,,,,1,"Pittman, Dutton, Kirby & Hellums; Pittman, Dutton, Kirby & Hellums, P.C.; Pittman, Dutton, Hellums, Bradley & Mann",3,4,"1985, 2087, 3140",Coordination; Discovery; Expert; Fees; Management; Motions; Settlement,high,,,,,,,,,
A0680,C. Wes Pittman,,,,1,"Pittman & Perry, PA",1,1,1985,Coordination; Discovery; Expert; Management; Motions; Settlement,high,,,,,,,,,
A0681,"Archie C. Lamb, Jr.",Archie Lamb,,,1,"The Lamb Firm, LLC",2,2,"1960, 1985",Management; Settlement,high,,,,,,,,,
A0682,Mark K. Gray,Mark Gray,,,1,"Franklin, Gray & White; Franklin Gray & White; Gray & White",3,3,"1985, 1998, 2474",Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0683,Travis Newman,,,,1,"Franklin, Gray & White",1,1,1985,Expert; Management; Motions,high,,,,,,,,,
A0684,Jeffrey C. Rickard,,,,1,"Marsh, Rickard & Bryan, PC",1,1,1985,Discovery; Management,high,,,,,,,,,
A0685,Greg L. Davis,,,,1,The Law Offices of Greg L. Davis,1,1,1985,Coordination; Discovery; Management,high,,,,,,,,,
A0686,Michael Goetz,,,,1,"Morgan & Morgan, P.A.",2,3,"1985, 2385",Discovery; Expert; Management,high,,,,,,,,,
A0687,"Lawrence L. Jones, II",,,,1,"Bahe, Cook, Cantley & Jones, PLC",1,1,1985,Expert; Management,high,,,,,,,,,
A0688,John Clark Davis,,,,1,Law Offices of John C. Davis,1,1,1985,Discovery; Management; Motions,high,,,,,,,,,
A0689,Lee M. Jacobson,,,,1,Law Offices of Michael Brehne,1,1,1985,Management,high,,,,,,,,,
A0690,James C. Thomas,,,,1,,1,1,1985,Management,high,,,,,,,,,
A0691,Richard A.Tanner,,,,1,"deBeaubien, Knight",1,1,1985,Management; Motions,high,,,,,,,,,
A0692,Mary Jane Fait,,,,1,"Wolf Haldenstein Adler Freeman & Herz LLC; WOLF HALDENSTEIN ADLER FREEMAN & HERZ, LLC",2,3,"1997, 2031",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0693,Néstor M. Méndez-Gómez,,,,1,,1,1,1960,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0694,Linda P. Nussbaum,Linda Nussbaum,,,1,"Nussbaum Law Group, P.C.; Nussbaum Law Group, PC",7,10,"1960, 2328, 2481, 2904, 3055, 3096, 3127",ClassCounsel; Discovery; LeadCounsel; Management,high,,,,,,,,,
A0695,Vincent J. Esades,,,,1,"Heins Mills & Olson, PLC; Heins, Mills & Olson, PLC; Heins Mills & Olson P.L.C",5,5,"1960, 1999, 2328, 2514, 2583",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0696,Andres W. Lopez,,,,1,,1,1,1960,Management; Motions,high,,,,,,,,,
A0697,Benjamin Brown,,,,1,,1,1,1960,Management; Motions,high,,,,,,,,,
A0698,Ruthanne Gordon,,,,1,,1,1,1960,Discovery; Management,high,,,,,,,,,
A0699,Stephen A. Asher,,,,1,,1,1,1960,Discovery; Management,high,,,,,,,,,
A0700,David C. Indiano-Vicic,,,,1,,1,1,1960,Discovery; Management,high,,,,,,,,,
A0701,Lawrence Silverman,,,,1,,1,1,1960,Expert; Management,high,,,,,,,,,
A0702,Stuart G. Gross,,,,1,,1,1,1960,Expert; Management,high,,,,,,,,,
A0703,Eric Perez Ochoa,,,,1,,1,1,1960,Management; Motions,high,,,,,,,,,
A0704,Andrés Guillermard,,,,1,,1,1,1960,Management; Settlement,high,,,,,,,,,
A0705,Kevin B. Love,,,,1,,1,1,1960,Management,high,,,,,,,,,
A0706,John Nevares,John F. Nevares,,,1,"John F. Nevares & Associates, P.S.C.",2,2,"1960, 2223",ClassCounsel; Communications; Management,high,,,,,,,,,
A0707,Richard J. Rappaport,,,,1,MCGUIREWOODS LLP,1,1,1960,Management,high,,,,,,,,,
A0708,Scott D. Richburg,,,,1,FOLEY & LARDNER LLP,1,1,1960,Management,high,,,,,,,,,
A0709,Francisco G. Bruno,,,,1,"McCONNELL VALDES, LLC",1,1,1960,Communications; Management,high,,,,,,,,,
A0710,Keith S. Dubanevich,,,,1,GARVEY SCHUBERT & BARER,1,1,1960,Management,high,,,,,,,,,
A0711,"Carlos A. Rodriguez-Vidal, Esq.",,,,1,"GOLDMAN, ANTONETTI & CORDOVA, PSC",1,1,1960,Communications; Management,high,,,,,,,,,
A0712,Samuel Rosenthal,,,,1,PATTON BOGGS LLP,1,1,1960,Management,high,,,,,,,,,
A0713,William A. Graffam-Rodriguez,,,,1,"JIMENEZ, GRAFFAM & LAUSELL",1,1,1960,Communications; Management,high,,,,,,,,,
A0714,Thomas J. Frederick,,,,1,Winston & Strawn LLP,1,1,1997,Communications,high,,,,,,,,,
A0715,Charles H.R. Peters,,,,1,Schiff Hardin LLP,1,1,1997,Communications,high,,,,,,,,,
